idx,caption_en,image_path
41_aug_4,Red tea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\41_aug_4.jpg
41_aug_5,Red tea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\41_aug_5.jpg
41_aug_6,Red tea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\41_aug_6.jpg
41_aug_7,Red tea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\41_aug_7.jpg
41_aug_8,Red tea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\41_aug_8.jpg
41_aug_9,Red tea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\41_aug_9.jpg
41_aug_10,Red tea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\41_aug_10.jpg
42_aug_1,Black car running from the front,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\42_aug_1.jpg
42_aug_2,Black car running from the front,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\42_aug_2.jpg
42_aug_3,Black car running from the front,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\42_aug_3.jpg
42_aug_4,Black car running from the front,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\42_aug_4.jpg
42_aug_5,Black car running from the front,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\42_aug_5.jpg
42_aug_6,Black car running from the front,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\42_aug_6.jpg
42_aug_7,Black car running from the front,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\42_aug_7.jpg
42_aug_8,Black car running from the front,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\42_aug_8.jpg
42_aug_9,Black car running from the front,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\42_aug_9.jpg
42_aug_10,Black car running from the front,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\42_aug_10.jpg
43_aug_1,Red car character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\43_aug_1.jpg
43_aug_2,Red car character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\43_aug_2.jpg
43_aug_3,Red car character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\43_aug_3.jpg
43_aug_4,Red car character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\43_aug_4.jpg
43_aug_5,Red car character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\43_aug_5.jpg
43_aug_6,Red car character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\43_aug_6.jpg
43_aug_7,Red car character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\43_aug_7.jpg
43_aug_8,Red car character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\43_aug_8.jpg
43_aug_9,Red car character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\43_aug_9.jpg
43_aug_10,Red car character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\43_aug_10.jpg
44_aug_1,The front of the ship moving to the water,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\44_aug_1.jpg
44_aug_2,The front of the ship moving to the water,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\44_aug_2.jpg
44_aug_3,The front of the ship moving to the water,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\44_aug_3.jpg
44_aug_4,The front of the ship moving to the water,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\44_aug_4.jpg
44_aug_5,The front of the ship moving to the water,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\44_aug_5.jpg
44_aug_6,The front of the ship moving to the water,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\44_aug_6.jpg
44_aug_7,The front of the ship moving to the water,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\44_aug_7.jpg
44_aug_8,The front of the ship moving to the water,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\44_aug_8.jpg
44_aug_9,The front of the ship moving to the water,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\44_aug_9.jpg
44_aug_10,The front of the ship moving to the water,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\44_aug_10.jpg
45_aug_1,Pear,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\45_aug_1.jpg
45_aug_2,Pear,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\45_aug_2.jpg
45_aug_3,Pear,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\45_aug_3.jpg
45_aug_4,Pear,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\45_aug_4.jpg
45_aug_5,Pear,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\45_aug_5.jpg
45_aug_6,Pear,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\45_aug_6.jpg
45_aug_7,Pear,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\45_aug_7.jpg
45_aug_8,Pear,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\45_aug_8.jpg
45_aug_9,Pear,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\45_aug_9.jpg
45_aug_10,Pear,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\45_aug_10.jpg
46_aug_1,Pear emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\46_aug_1.jpg
46_aug_2,Pear emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\46_aug_2.jpg
46_aug_3,Pear emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\46_aug_3.jpg
46_aug_4,Pear emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\46_aug_4.jpg
46_aug_5,Pear emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\46_aug_5.jpg
46_aug_6,Pear emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\46_aug_6.jpg
46_aug_7,Pear emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\46_aug_7.jpg
46_aug_8,Pear emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\46_aug_8.jpg
46_aug_9,Pear emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\46_aug_9.jpg
46_aug_10,Pear emoticon,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\46_aug_10.jpg
47_aug_1,Aircraft carriers sailing the sea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\47_aug_1.jpg
47_aug_2,Aircraft carriers sailing the sea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\47_aug_2.jpg
47_aug_3,Aircraft carriers sailing the sea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\47_aug_3.jpg
47_aug_4,Aircraft carriers sailing the sea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\47_aug_4.jpg
47_aug_5,Aircraft carriers sailing the sea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\47_aug_5.jpg
47_aug_6,Aircraft carriers sailing the sea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\47_aug_6.jpg
47_aug_7,Aircraft carriers sailing the sea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\47_aug_7.jpg
47_aug_8,Aircraft carriers sailing the sea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\47_aug_8.jpg
47_aug_9,Aircraft carriers sailing the sea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\47_aug_9.jpg
47_aug_10,Aircraft carriers sailing the sea,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\47_aug_10.jpg
48_aug_1,Red train passing through the railway,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\48_aug_1.jpg
48_aug_2,Red train passing through the railway,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\48_aug_2.jpg
48_aug_3,Red train passing through the railway,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\48_aug_3.jpg
48_aug_4,Red train passing through the railway,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\48_aug_4.jpg
48_aug_5,Red train passing through the railway,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\48_aug_5.jpg
48_aug_6,Red train passing through the railway,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\48_aug_6.jpg
48_aug_7,Red train passing through the railway,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\48_aug_7.jpg
48_aug_8,Red train passing through the railway,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\48_aug_8.jpg
48_aug_9,Red train passing through the railway,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\48_aug_9.jpg
48_aug_10,Red train passing through the railway,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\48_aug_10.jpg
49_aug_1,Train character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\49_aug_1.jpg
49_aug_2,Train character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\49_aug_2.jpg
49_aug_3,Train character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\49_aug_3.jpg
49_aug_4,Train character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\49_aug_4.jpg
49_aug_5,Train character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\49_aug_5.jpg
49_aug_6,Train character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\49_aug_6.jpg
49_aug_7,Train character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\49_aug_7.jpg
49_aug_8,Train character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\49_aug_8.jpg
49_aug_9,Train character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\49_aug_9.jpg
49_aug_10,Train character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\49_aug_10.jpg
50_aug_1,White robot,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\50_aug_1.jpg
50_aug_2,White robot,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\50_aug_2.jpg
50_aug_3,White robot,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\50_aug_3.jpg
50_aug_4,White robot,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\50_aug_4.jpg
50_aug_5,White robot,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\50_aug_5.jpg
50_aug_6,White robot,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\50_aug_6.jpg
50_aug_7,White robot,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\50_aug_7.jpg
50_aug_8,White robot,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\50_aug_8.jpg
50_aug_9,White robot,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\50_aug_9.jpg
50_aug_10,White robot,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\50_aug_10.jpg
51_aug_1,Weary male character wearing glasses you are thinking about,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\51_aug_1.jpg
51_aug_2,Weary male character wearing glasses you are thinking about,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\51_aug_2.jpg
51_aug_3,Weary male character wearing glasses you are thinking about,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\51_aug_3.jpg
51_aug_4,Weary male character wearing glasses you are thinking about,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\51_aug_4.jpg
51_aug_5,Weary male character wearing glasses you are thinking about,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\51_aug_5.jpg
51_aug_6,Weary male character wearing glasses you are thinking about,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\51_aug_6.jpg
51_aug_7,Weary male character wearing glasses you are thinking about,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\51_aug_7.jpg
51_aug_8,Weary male character wearing glasses you are thinking about,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\51_aug_8.jpg
51_aug_9,Weary male character wearing glasses you are thinking about,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\51_aug_9.jpg
51_aug_10,Weary male character wearing glasses you are thinking about,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\51_aug_10.jpg
52_aug_1,Male character of orange clothes running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\52_aug_1.jpg
52_aug_2,Male character of orange clothes running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\52_aug_2.jpg
52_aug_3,Male character of orange clothes running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\52_aug_3.jpg
52_aug_4,Male character of orange clothes running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\52_aug_4.jpg
52_aug_5,Male character of orange clothes running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\52_aug_5.jpg
52_aug_6,Male character of orange clothes running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\52_aug_6.jpg
52_aug_7,Male character of orange clothes running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\52_aug_7.jpg
52_aug_8,Male character of orange clothes running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\52_aug_8.jpg
52_aug_9,Male character of orange clothes running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\52_aug_9.jpg
52_aug_10,Male character of orange clothes running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\52_aug_10.jpg
53_aug_1,A man who runs in blue nashi,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\53_aug_1.jpg
53_aug_2,A man who runs in blue nashi,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\53_aug_2.jpg
53_aug_3,A man who runs in blue nashi,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\53_aug_3.jpg
53_aug_4,A man who runs in blue nashi,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\53_aug_4.jpg
53_aug_5,A man who runs in blue nashi,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\53_aug_5.jpg
53_aug_6,A man who runs in blue nashi,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\53_aug_6.jpg
53_aug_7,A man who runs in blue nashi,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\53_aug_7.jpg
53_aug_8,A man who runs in blue nashi,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\53_aug_8.jpg
53_aug_9,A man who runs in blue nashi,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\53_aug_9.jpg
53_aug_10,A man who runs in blue nashi,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\53_aug_10.jpg
54_aug_1,A picture of a man running in blue clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\54_aug_1.jpg
54_aug_2,A picture of a man running in blue clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\54_aug_2.jpg
54_aug_3,A picture of a man running in blue clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\54_aug_3.jpg
54_aug_4,A picture of a man running in blue clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\54_aug_4.jpg
54_aug_5,A picture of a man running in blue clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\54_aug_5.jpg
54_aug_6,A picture of a man running in blue clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\54_aug_6.jpg
54_aug_7,A picture of a man running in blue clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\54_aug_7.jpg
54_aug_8,A picture of a man running in blue clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\54_aug_8.jpg
54_aug_9,A picture of a man running in blue clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\54_aug_9.jpg
54_aug_10,A picture of a man running in blue clothes,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\54_aug_10.jpg
55_aug_1,A picture of a male dancing wearing jeans,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\55_aug_1.jpg
55_aug_2,A picture of a male dancing wearing jeans,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\55_aug_2.jpg
55_aug_3,A picture of a male dancing wearing jeans,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\55_aug_3.jpg
55_aug_4,A picture of a male dancing wearing jeans,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\55_aug_4.jpg
55_aug_5,A picture of a male dancing wearing jeans,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\55_aug_5.jpg
55_aug_6,A picture of a male dancing wearing jeans,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\55_aug_6.jpg
55_aug_7,A picture of a male dancing wearing jeans,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\55_aug_7.jpg
55_aug_8,A picture of a male dancing wearing jeans,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\55_aug_8.jpg
55_aug_9,A picture of a male dancing wearing jeans,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\55_aug_9.jpg
55_aug_10,A picture of a male dancing wearing jeans,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\55_aug_10.jpg
56_aug_1,A photo of a male performing on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\56_aug_1.jpg
56_aug_2,A photo of a male performing on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\56_aug_2.jpg
56_aug_3,A photo of a male performing on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\56_aug_3.jpg
56_aug_4,A photo of a male performing on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\56_aug_4.jpg
56_aug_5,A photo of a male performing on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\56_aug_5.jpg
56_aug_6,A photo of a male performing on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\56_aug_6.jpg
56_aug_7,A photo of a male performing on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\56_aug_7.jpg
56_aug_8,A photo of a male performing on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\56_aug_8.jpg
56_aug_9,A photo of a male performing on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\56_aug_9.jpg
56_aug_10,A photo of a male performing on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\56_aug_10.jpg
57_aug_1,A male character dancing in a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\57_aug_1.jpg
57_aug_2,A male character dancing in a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\57_aug_2.jpg
57_aug_3,A male character dancing in a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\57_aug_3.jpg
57_aug_4,A male character dancing in a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\57_aug_4.jpg
57_aug_5,A male character dancing in a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\57_aug_5.jpg
57_aug_6,A male character dancing in a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\57_aug_6.jpg
57_aug_7,A male character dancing in a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\57_aug_7.jpg
57_aug_8,A male character dancing in a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\57_aug_8.jpg
57_aug_9,A male character dancing in a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\57_aug_9.jpg
57_aug_10,A male character dancing in a suit,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\57_aug_10.jpg
58_aug_1,A male character dancing,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\58_aug_1.jpg
